OBS1,OBS2,OBS3
-0.7017331849771332,0.4209686008125729,-1.1383038043164186
0.02473350762477805,-0.012449968305646722,0.49871886897913875
-1.4059196368544815,-1.3786340340930803,1.053921979290045
0.005584059823932425,0.44908820708726016,1.166419806369402
-0.02298253622772907,-1.4027441118464172,-0.1675594261461124
0.5727391759198919,-0.05182338943361503,-0.3218315060701585
-0.5496149666988159,1.2038763327876412,0.6551728332947651
-1.2073819272318735,1.8178219655321266,-0.5357490302132155
1.574712048285431,-0.5786190284771673,0.8957189453311153
-0.3773077650865553,0.32405920457561305,0.6396297640962444
-0.2199608943590434,0.6601147022635256,0.3325250914566197
0.7737820921620591,1.1906952489700537,1.5232983523969703
0.16545770513192287,0.8123488390983977,-0.12192945031207986
-0.47572386589147964,-0.2979678939443976,-0.11338093133379698
0.2872899760235834,0.48999778511959063,0.5458685487852142
-0.9338759650230775,1.658753266054816,0.3019649150400707
1.1533664042243434,0.6809996799491298,-0.49251862566570115
-0.039048505470016814,-1.966575891358306,0.1770169900194702
0.29344989875473715,1.2753532903071998,-1.2694000883244627
0.00600610971986211,-0.032782306038162234,-0.8186048745583915
-0.9894889169509279,-0.565795649564075,0.8416861000563742
0.7556895174733407,-0.8675686568665744,0.19519974428448783
0.28092533145797294,0.24856940829117893,-0.9845643487490787
-0.39179586530994837,-0.9727325365728625,0.9264809251888412
1.9698648040966302,0.2229055202885935,-0.9931466859698237
0.5107001062485782,1.1851494574587993,1.2885036698704948
0.283307453131854,0.676589701359919,0.530609150480304
0.7176931641675659,1.0652069837604539,-0.24936536631037698
-0.32770659780101724,0.03124195824156073,0.055341436714191145
0.2776592876926718,1.1239036593627172,-0.6173302753536996
0.8007768782794924,0.07030508378555733,-1.7117126669766987
-0.1310889643456107,0.15973499925445078,0.5611643166580724
0.6071157045113209,0.3175336915203384,-0.15558389542794704
0.8710725785117093,-0.2501502948921211,-0.4853149360655088
-0.2555174134289258,-0.26481163485212045,0.26739678772080944
-0.009218210386262637,-0.15954533008853503,1.216011246345135
0.8835209629844072,0.6298157539799134,0.5673589809020185
-0.35100228452973004,0.06741960568543603,0.30327112059713174
0.7680543763821535,0.1923725546796693,-0.4216397906126256
-0.6361551445395321,1.5417347182963792,-0.21733005737323108
-0.8232296293629155,0.13112080856761144,1.923581884178791
0.10695062948480255,0.5740101678108553,-0.3864490158194248
-1.0682755256289007,0.26069958389571435,0.35662230306757875
0.3430697538224782,-0.5366937247875642,1.8180862338713994
0.7990925622101249,-0.669772478962531,1.1039793634430646
-0.27154343104323925,1.6222191278208973,1.0187939997983853
0.7801098528015226,0.5122786340692281,1.2199098606039236
1.531570567107827,2.06657941588502,-0.3022438096362844
0.3371865447057369,0.8459883270234805,0.0899933716718373
-0.19719130183683276,0.919848703984717,1.67331366359765
0.6894383110342,0.371566445886931,0.1912727133315988
-1.1929796400976125,1.5920214544450344,0.3076137238555808
-0.17706438162521915,0.7683516059324655,0.9434386569886926
0.24461073541188189,0.7435260271980598,0.5898831035059393
-0.5242514623335457,0.22958099829195028,0.978664629971883
-0.39382698365307184,-0.394270283440391,0.29639323508745585
0.7556909250435564,1.2670094775260694,1.9561588940698273
-0.6349527789385226,-0.07334733827126488,0.1504465785253103
1.6178171651460587,0.2715344932746534,0.8536484455510425
-0.13340001608523872,0.5821074285199868,0.3833890379797603
-0.007847376510343729,-0.034478346687721095,-0.5049344324982785
0.3869309318098829,0.7305163860443793,1.829351883849601
1.3849892888367008,0.9731350528357015,1.150690448009829
0.8335162910136595,0.1073919292500295,1.5734976126503564
0.4338497302786314,-1.1783048342086127,1.0644368253617196
0.6823502089239171,-0.5152818309552863,1.2823897008857439
1.4591840214010539,-0.7463105044025733,1.440096900361099
1.1319660524858395,-0.5534985064416837,0.6033228477855201
-0.02424067596187962,-0.11071302154817503,0.9385828775893904
1.6717732300799963,-0.43893418016126956,0.16600331211459785
-1.3057663297124327,-0.5330305922827443,0.247326719711906
1.4244417669419653,0.22400948313635144,0.31349744402854207
1.1190106941589075,-0.2783893708023363,1.0252588326306826
0.514733820304055,0.9947339686727749,1.5389887336781556
1.1018825342933043,1.295200458397332,1.261959716631647
0.9648643342415874,0.9047693091067808,0.8657249732841602
0.04219799298242599,1.8956521901927657,1.7409677239867682
-0.2671993149166667,-0.266019898190609,0.35611099409763847
-0.32878483952829574,0.5988837559737298,2.0696529010288045
0.870860868568785,1.4450661622167664,0.6347734309448057
0.7427171532593801,-0.17024831149660502,0.6573530562499877
1.520123980976945,1.02848923364771,1.4203417523281199
0.3923393945241251,1.1634016921145618,1.8608959305294426
1.3041121094762236,-0.4059597623184298,0.7712508695846021
1.049184811981793,0.05608476534216067,-0.24688197733170514
0.29634980848322956,1.4212531041211374,0.4595137643510988
1.9785231512072967,-0.8109758907005451,0.8854405975659894
1.7547931333536775,2.0343333478378938,-0.012384260366522848
1.832727573783742,1.602964262857164,1.1268314806200401
0.7408261773093243,1.734937071768313,0.9782946187092146
0.3463103979354952,-0.857025750443997,1.1093996590321082
1.5099941826100005,1.4788604686575835,0.05027717166056589
0.299105752692962,-0.5346351968029178,1.4530678734711646
0.6456706158715194,1.2560502912645768,0.26357012359660736
-1.1011171275666554,0.8506594668518043,1.2750110389600682
1.9447970137217108,0.14116174610960347,0.33554389015491415
0.3317327841012948,-0.5672656836485606,-0.31631124268767996
1.043896103811521,0.1967700880608459,0.022119766414997355
0.6512399413440045,0.05975151098786596,2.202990020703113
0.21119816161157326,1.6775175718223196,0.895432313630944
